date,amount,description,category,comment
2016-08-30,67,0xb7edb,yoga,0xf145126f62
2016-08-31,-40,0x16ac9,miscellany,0x5abac55563
2016-08-31,59,0xe2bb7,reiki,0xbb4c22b95e
2016-09-01,16,0xd9dfe,reiki,0xce0fa04c52
2016-09-01,89,0xacbe4,thieving,0xf9dd96f77a
2016-09-02,36,0xd12a8,thieving,0x798d6cef4e
2016-09-02,21,0x23d60,reiki,0x89c28de3e7
2016-09-03,-33,0x59d02,food,0x60fb8e2878
2016-09-03,51,0xecc99,yoga,0xb277b031d2
2016-09-04,60,0x398b8,yoga,0xfd0fb8434a
2016-09-04,84,0xe3ce4,thieving,0xa67df8ccbb
2016-09-05,-70,0xc0cc8,miscellany,0xe7b37347bc
2016-09-05,87,0x82066,reiki,0x4da1430325
2016-09-06,6,0x49a6d,yoga,0xd472e9e9ef
2016-09-06,45,0x3a3db,thieving,0x6d2b4bf42a
2016-09-07,-26,0x19776,healthcare,0x9de343ca12
2016-09-07,99,0x27c29,reiki,0x52595ecc5d
2016-09-08,39,0xfd492,yoga,0x21210eec16
2016-09-08,-76,0xb7d35,miscellany,0x66dd4dbca9
2016-09-09,-68,0x7aab6,housing,0x2dda711afd
2016-09-09,-95,0xb64ab,miscellany,0xe3b97b378a
2016-09-10,-50,0x48554,healthcare,0xb9f4c8ba45
2016-09-10,3,0xb0bc7,thieving,0x99d6b9c0f5
2016-09-11,-6,0x41885,food,0x179293f00d
2016-09-11,-73,0xa6ad0,food,0xaa08ef3cbe
2016-09-12,37,0x34cdc,yoga,0xb791aa0f2b
2016-09-12,12,0x69f9c,reiki,0xf4568f2483
2016-09-13,18,0x97363,thieving,0xa2b32edb95
2016-09-13,81,0xeb344,reiki,0x1870a22e4c
2016-09-14,-44,0x7855f,housing,0xfb5426ab79
2016-09-14,67,0x68f6a,reiki,0x7aa2bb9be5
2016-09-15,-16,0xfa8b2,healthcare,0xc9972c40a8
2016-09-15,2,0x811ce,thieving,0x12d7b9e529
2016-09-16,73,0x20857,thieving,0x71a6a4126f
2016-09-16,12,0x61c43,reiki,0x1096a2501
2016-09-17,68,0xcf79d,thieving,0xb2d680f0df
2016-09-17,26,0xed88e,thieving,0x32367b429e
2016-09-18,17,0x4bf14,yoga,0x86254bf19f
2016-09-18,-10,0xf8b23,miscellany,0xda9230c4fe
2016-09-19,96,0xcc093,yoga,0xbdb10f99b3
2016-09-19,72,0xb8f46,reiki,0xf14ae8ea7a
2016-09-20,9,0x84793,yoga,0x5b95245474
2016-09-20,32,0xdd9f5,yoga,0x48077e0a17
2016-09-21,35,0xdcc99,yoga,0x693fb8ad3d
2016-09-21,-89,0xbde16,housing,0xa5df787ba9
2016-09-22,67,0xb9899,thieving,0x8429757f7b
2016-09-22,72,0x57551,thieving,0xa0a921e03e
2016-09-23,-82,0xaa0c1,housing,0x8703db708e
2016-09-23,-46,0x52b33,miscellany,0x38cad60ff1
2016-09-24,31,0x2ca01,yoga,0x2e087ad5db
2016-09-24,-31,0x44c6a,miscellany,0x2e98c364bb
2016-09-25,60,0x872,reiki,0xc78a318279
2016-09-25,91,0xb08d9,reiki,0xd2fd46bea7
2016-09-26,-16,0x52721,food,0xb0c5aa1849
2016-09-26,-95,0x2107f,healthcare,0x1e588630b
2016-09-27,68,0xe53bb,reiki,0x971491c72a
2016-09-27,38,0x8a5b8,reiki,0x18ba07435f
2016-09-28,24,0xf5db3,thieving,0x7122af2da
2016-09-28,-97,0xf524a,miscellany,0x7a25abefcc
2016-09-29,59,0xe91bd,yoga,0x69aaf26ba7
2016-09-29,-56,0xc3c3d,transport,0xca29b3923d
2016-09-30,91,0x6fa9d,yoga,0x998f2cac90
2016-09-30,32,0x8379e,reiki,0xb6cce19805
2016-10-01,-70,0x7f9eb,food,0x649ed0e6dd
2016-10-01,-59,0xd2c9f,healthcare,0x14b696db08
2016-10-02,-81,0x18a5b,food,0xb197872000
2016-10-02,-30,0x2544f,miscellany,0x11dab9250a
2016-10-03,67,0x6fbb2,thieving,0x9245b12fa3
2016-10-03,9,0x24940,reiki,0x48be34aec7
2016-10-04,66,0x2647c,reiki,0x6a5407e902
2016-10-04,12,0x2a536,thieving,0xf8c8ef0c24
2016-10-05,-91,0xec3d8,housing,0xd0ac1bb982
2016-10-05,-35,0xbe2c2,miscellany,0x8c34d0d549
2016-10-06,33,0x12abd,yoga,0xf7132d66e7
2016-10-06,53,0xfa47c,reiki,0x7cce7d22d8
2016-10-07,-1,0x35625,healthcare,0x4ee3b82764
2016-10-07,-86,0x63228,food,0xd1fa45eb74
2016-10-08,48,0xbcc19,reiki,0x6207ad7cfa
2016-10-08,-72,0x9c786,housing,0xcaedab5ae
2016-10-09,95,0x8661d,yoga,0x6d7e9d387f
2016-10-09,88,0xa39d4,thieving,0x53ec931679
2016-10-10,-76,0x7a236,transport,0x4356e85ffa
2016-10-10,-88,0x627b9,food,0xf135c038c4
2016-10-11,77,0xa3b68,reiki,0xbfc2160482
2016-10-11,-34,0xc09f4,housing,0x75a05c33f3
2016-10-12,74,0x5c692,reiki,0x93f7082f57
2016-10-12,76,0x9c7eb,thieving,0xbc6f4ca6dd
2016-10-13,-3,0x50d93,food,0x2de3e00c04
2016-10-13,7,0xf2902,reiki,0xb7b132b330
2016-10-14,34,0xf9d3c,thieving,0xbc51035859
2016-10-14,16,0x8141a,thieving,0x635fc213b6
2016-10-15,-9,0x14ae7,healthcare,0x7e2c5021ce
2016-10-15,54,0x2cdbf,yoga,0xe7b434547d
2016-10-16,46,0x3adea,yoga,0x64c4c14f6
2016-10-16,75,0x9a361,reiki,0x4898ff8ccb
2016-10-17,89,0xa1fe7,yoga,0xc59b0e6997
2016-10-17,-45,0x677b6,healthcare,0x5dc7a0a11a
2016-10-18,-31,0x93592,miscellany,0x4884297d12
2016-10-18,-16,0x6ffdb,healthcare,0x7869a6caf9
2016-10-19,92,0xc8616,thieving,0x2e6f794c33
2016-10-19,-13,0x56aae,food,0xa431d17c14
2016-10-20,-59,0x88c81,healthcare,0xa3fbec99ed
2016-10-20,84,0x6a744,yoga,0x2e49673d13
2016-10-21,-86,0xf7e10,miscellany,0x969ef4f161
2016-10-21,19,0x8d6e3,thieving,0x9dbab9bc8c
2016-10-22,94,0x7baf5,yoga,0x2cf1e18f4e
2016-10-22,-87,0x9bd71,transport,0xf9250771c3
2016-10-23,-32,0x4a76b,food,0x1ca07482a4
2016-10-23,74,0x1cd53,yoga,0xdbd69d75ba
2016-10-24,77,0xd83d9,thieving,0xd3750d20d5
2016-10-24,20,0x4e82f,yoga,0x1d36a0d6eb
2016-10-25,-96,0x56c69,miscellany,0x10b6b3b912
2016-10-25,97,0x9378e,reiki,0x447f6ff658
2016-10-26,-75,0x8b151,miscellany,0x7a9a03d3ce
2016-10-26,-75,0x8488,housing,0xdd9565440c
2016-10-27,-78,0x107f9,housing,0xc8fa4d2bb
2016-10-27,-20,0xaaa12,miscellany,0x8ebc3cb129
2016-10-28,-61,0xb5b60,healthcare,0xc977b56b6
2016-10-28,98,0x34701,reiki,0xf568019f40
2016-10-29,95,0x3512f,yoga,0x7a3b95ab3b
2016-10-29,-27,0x5fbd2,healthcare,0x7563657752
2016-10-30,76,0xc321f,thieving,0x94873d9388
2016-10-30,79,0xb3e5,reiki,0xb88063680e
2016-10-31,-14,0xe034b,housing,0xb7e68ce720
2016-10-31,-46,0xc519b,food,0xca7c158d64
2016-11-01,15,0xe6d52,reiki,0xe569f20fc1
2016-11-01,79,0xd5b38,reiki,0x276c9b24b5
2016-11-02,-45,0x183f4,food,0x342555e5c7
2016-11-02,-32,0x939a8,food,0x6353004c86
2016-11-03,87,0x7569d,thieving,0x4327738bbb
2016-11-03,18,0x4a19f,yoga,0x5a159fb75c
2016-11-04,-72,0x16e57,healthcare,0xf3d7357574
2016-11-04,-20,0xf9047,transport,0x60e49fa4e6
2016-11-05,-91,0x39fd3,healthcare,0x12c2d5b60b
2016-11-05,91,0xd9b68,reiki,0xac330ddbf1
2016-11-06,55,0x33955,reiki,0x85c30b10e
2016-11-06,87,0xe37d6,reiki,0xe869958333
2016-11-07,-33,0x6a2f6,housing,0x466e462694
2016-11-07,87,0x712e3,reiki,0x16633ac000
2016-11-08,12,0xbb7ba,yoga,0xcce80ca1f
2016-11-08,5,0x2dff8,thieving,0xb92df766bf
2016-11-09,-80,0x52a49,miscellany,0xaddf0723c2
2016-11-09,-67,0x785d4,transport,0xabebdaa524
2016-11-10,-29,0xd628d,healthcare,0x41567d55ed
2016-11-10,-4,0x3585,housing,0x87ab7b69de
2016-11-11,26,0xd878c,yoga,0x7f354c4238
2016-11-11,14,0x98566,thieving,0x6f264fadd8
2016-11-12,14,0x423f0,reiki,0xe1d0077730
2016-11-12,-21,0x1227b,healthcare,0x5c8397f730
2016-11-13,54,0xc674d,thieving,0xe4a438cc04
2016-11-13,-47,0xe6d0f,housing,0x3da05c1c6f
2016-11-14,-18,0x6b667,miscellany,0xd8e4d1c0ec
2016-11-14,-41,0xd0341,food,0xa032be4ee8
2016-11-15,-13,0x76730,miscellany,0xb9c42c8eb3
2016-11-15,92,0x7a8d1,reiki,0x86342a4459
2016-11-16,-12,0x1a132,transport,0x8660811590
2016-11-16,60,0x574e1,thieving,0xca780850a1
2016-11-17,-62,0x6623b,transport,0x60e661a40d
2016-11-17,-24,0x9e650,food,0x64b4d51bb1
2016-11-18,-49,0xa094e,housing,0x82f3ae7089
2016-11-18,67,0xa5afc,thieving,0x9202c265d0
2016-11-19,6,0x49372,yoga,0xf180f83982
2016-11-19,-83,0xd46f3,miscellany,0x88a11f91b5
2016-11-20,-77,0xe0004,miscellany,0x19f0e566d2
2016-11-20,36,0x82d0a,thieving,0xa1bb37e233
2016-11-21,21,0x82903,thieving,0x78753c28c7
2016-11-21,-45,0x51dd,healthcare,0xbad25da51c
2016-11-22,84,0x4b0be,thieving,0xcf82d8062c
2016-11-22,-82,0xcc365,transport,0xae321ea81f
2016-11-23,99,0x3122f,thieving,0xe9ba97a9b9
2016-11-23,45,0xa9cd9,yoga,0x7b3be7bea4
2016-11-24,60,0x5c1fa,reiki,0x172717641c
2016-11-24,24,0x879ac,thieving,0x6988942a8
2016-11-25,-20,0x69055,housing,0xcbfa4c2a9e
2016-11-25,53,0xed226,reiki,0x8dded3fdf7
2016-11-26,-96,0x1a46c,food,0x3f00f27caf
2016-11-26,52,0xe4ad8,yoga,0xc51a04bed
2016-11-27,46,0x13ce9,reiki,0xb2adef6a35
2016-11-27,-30,0xeb7aa,housing,0xd4ca00d308
2016-11-28,-53,0x98362,healthcare,0x193ff205a3
2016-11-28,59,0xfb8e3,thieving,0xb9808ce000
2016-11-29,-25,0xca8a8,miscellany,0x4cd14b60de
2016-11-29,-78,0x9f962,miscellany,0x91fc3b8951
2016-11-30,-67,0xab4fc,healthcare,0x4527d4f1b1
2016-11-30,60,0xf21a9,thieving,0x7017cf9d58
2016-12-01,-47,0x37d0a,housing,0x2793e05fdb
2016-12-01,-1,0x83c89,healthcare,0xd790e5708b
2016-12-02,75,0x78e4d,yoga,0xc4be0381a0
2016-12-02,78,0x119f0,thieving,0x9ec8f85247
2016-12-03,-49,0x67882,transport,0xbfc62e4280
2016-12-03,12,0x5ddcf,yoga,0x2fb82539c6
2016-12-04,13,0x9a881,reiki,0xad31fd2358
2016-12-04,53,0x33950,reiki,0xf7ed8fe40a
2016-12-05,-93,0xf98f5,food,0x39172fbd06
2016-12-05,-47,0x63ad7,healthcare,0xdb9e21b7d0
2016-12-06,52,0x8e863,thieving,0xcabbdcba9
2016-12-06,-20,0xf939b,miscellany,0xaf154bd769
2016-12-07,-95,0xb2687,housing,0xa1283dac45
2016-12-07,26,0xcd622,yoga,0xb57a1ae8d9
2016-12-08,-65,0x948fe,miscellany,0x10f8ccac1
2016-12-08,13,0x5036,yoga,0xc65e2f1c55
2016-12-09,-88,0x12dff,food,0x5987ac497f
2016-12-09,-18,0xab8d3,food,0xb55175897e
2016-12-10,51,0xe1527,thieving,0x7c4a2a8984
2016-12-10,40,0xe4e5b,thieving,0x375dcaac65
2016-12-11,49,0x6207c,thieving,0xcdc3bb1f4e
2016-12-11,-7,0xe2364,miscellany,0x24bc4d83cf
2016-12-12,61,0x9aa07,yoga,0xd19eb07bea
2016-12-12,27,0x5794f,reiki,0xea55da8d8e
2016-12-13,-58,0x84f7c,food,0xe737b68c1a
2016-12-13,-84,0xd157b,healthcare,0x1d9c52fb71
2016-12-14,-27,0xadbe7,food,0x9dfc1a7264
2016-12-14,19,0x1ee1e,thieving,0xee15ab8fbd
2016-12-15,-46,0x50f9e,housing,0x820cad05c4
2016-12-15,-8,0xfa098,transport,0x55f3b9fb97
2016-12-16,-43,0x5cff6,housing,0x6fefd0e98e
2016-12-16,-97,0xd143,housing,0x9e18f974ab
2016-12-17,-36,0xad1aa,food,0x1c15be6e9d
2016-12-17,-47,0xc85d3,miscellany,0x97d794d99
2016-12-18,83,0x1e01d,reiki,0xb3d7e7018f
2016-12-18,-60,0xd2eab,housing,0x634075fb1e
2016-12-19,-29,0x67d68,housing,0xfd7dd88aa7
2016-12-19,-4,0x38c1,housing,0xb851948e25
2016-12-20,27,0x77a0b,thieving,0x652f24fa3b
2016-12-20,-84,0x169e9,miscellany,0xdd1f5ae75f
2016-12-21,-84,0xcb4a9,housing,0xff5b7f103
